Position,Year,Week,Num Neighbors,Weighting,Norm,Computed Error,ESPN Error
Wide Receiver,2014,7,60,distance,l1,542.84707499,443.0
Wide Receiver,2014,8,60,distance,l1,528.48111594,493.0
Wide Receiver,2014,9,60,distance,l1,434.4855729,406.0
Wide Receiver,2014,10,60,distance,l1,475.09796251,396.0
Wide Receiver,2014,2,70,distance,l1,502.69865504,460.0
Wide Receiver,2014,3,70,distance,l1,510.83585269,505.0
Wide Receiver,2014,4,70,distance,l1,324.57691521,384.0
Wide Receiver,2014,5,70,distance,l1,496.62152342,521.0
Wide Receiver,2014,6,70,distance,l1,572.44352734,549.0
Wide Receiver,2014,7,70,distance,l1,540.52542019,443.0
Wide Receiver,2014,8,70,distance,l1,533.32913927,493.0
Wide Receiver,2014,9,70,distance,l1,433.20714186,406.0
Wide Receiver,2014,10,70,distance,l1,469.3064443,396.0
Wide Receiver,2014,2,80,distance,l1,504.9246574,460.0
Wide Receiver,2014,3,80,distance,l1,510.40998815,505.0
Wide Receiver,2014,4,80,distance,l1,322.09741982,384.0
Wide Receiver,2014,5,80,distance,l1,495.95438274,521.0
Wide Receiver,2014,6,80,distance,l1,573.32236575,549.0
Wide Receiver,2014,7,80,distance,l1,545.09686962,443.0
Wide Receiver,2014,8,80,distance,l1,534.60686722,493.0
Wide Receiver,2014,9,80,distance,l1,435.80457825,406.0
Wide Receiver,2014,10,80,distance,l1,468.18204927,396.0
Wide Receiver,2014,2,90,distance,l1,507.10323459,460.0
Wide Receiver,2014,3,90,distance,l1,510.93440675,505.0
Wide Receiver,2014,4,90,distance,l1,323.88502778,384.0
Wide Receiver,2014,5,90,distance,l1,494.98728951,521.0
Wide Receiver,2014,6,90,distance,l1,572.87272502,549.0
Wide Receiver,2014,7,90,distance,l1,545.68698396,443.0
Wide Receiver,2014,8,90,distance,l1,533.14287336,493.0
Wide Receiver,2014,9,90,distance,l1,434.06838394,406.0
Wide Receiver,2014,10,90,distance,l1,465.93256908,396.0
Wide Receiver,2014,2,100,distance,l1,509.10336841,460.0
Wide Receiver,2014,3,100,distance,l1,515.35292543,505.0
Wide Receiver,2014,4,100,distance,l1,324.92052908,384.0
Wide Receiver,2014,5,100,distance,l1,494.89277511,521.0
Wide Receiver,2014,6,100,distance,l1,578.49319252,549.0
Wide Receiver,2014,7,100,distance,l1,548.54498324,443.0
Wide Receiver,2014,8,100,distance,l1,530.74940201,493.0
Wide Receiver,2014,9,100,distance,l1,432.55624592,406.0
Wide Receiver,2014,10,100,distance,l1,467.81996205,396.0
Wide Receiver,2014,2,110,distance,l1,512.31664997,460.0
Wide Receiver,2014,3,110,distance,l1,517.43291797,505.0
Wide Receiver,2014,4,110,distance,l1,326.18906288,384.0
Wide Receiver,2014,5,110,distance,l1,494.97689445,521.0
Wide Receiver,2014,6,110,distance,l1,576.47410166,549.0
Wide Receiver,2014,7,110,distance,l1,545.76133588,443.0
Wide Receiver,2014,8,110,distance,l1,529.80030609,493.0
Wide Receiver,2014,9,110,distance,l1,434.58984328,406.0
Wide Receiver,2014,10,110,distance,l1,468.65104806,396.0
Wide Receiver,2014,2,120,distance,l1,512.6033391,460.0
Wide Receiver,2014,3,120,distance,l1,519.61611981,505.0
Wide Receiver,2014,4,120,distance,l1,326.49664925,384.0
Wide Receiver,2014,5,120,distance,l1,497.40468014,521.0
Wide Receiver,2014,6,120,distance,l1,574.34179677,549.0
Wide Receiver,2014,7,120,distance,l1,544.32932669,443.0
Wide Receiver,2014,8,120,distance,l1,528.7072707,493.0
Wide Receiver,2014,9,120,distance,l1,435.04337675,406.0
Wide Receiver,2014,10,120,distance,l1,468.10337026,396.0
Wide Receiver,2014,2,130,distance,l1,514.2474465,460.0
Wide Receiver,2014,3,130,distance,l1,520.99910793,505.0
Wide Receiver,2014,4,130,distance,l1,326.61637528,384.0
Wide Receiver,2014,5,130,distance,l1,496.70788701,521.0
Wide Receiver,2014,6,130,distance,l1,574.13058709,549.0
Wide Receiver,2014,7,130,distance,l1,544.54550574,443.0
Wide Receiver,2014,8,130,distance,l1,533.58889967,493.0
Wide Receiver,2014,9,130,distance,l1,436.97811852,406.0
Wide Receiver,2014,10,130,distance,l1,471.00096991,396.0
Wide Receiver,2014,2,140,distance,l1,517.15428423,460.0
Wide Receiver,2014,3,140,distance,l1,522.663435,505.0
Wide Receiver,2014,4,140,distance,l1,325.70537152,384.0
Wide Receiver,2014,5,140,distance,l1,496.49375379,521.0
Wide Receiver,2014,6,140,distance,l1,577.27084334,549.0
Wide Receiver,2014,7,140,distance,l1,543.82035014,443.0
Wide Receiver,2014,8,140,distance,l1,533.79566829,493.0
Wide Receiver,2014,9,140,distance,l1,436.08691402,406.0
Wide Receiver,2014,10,140,distance,l1,470.11344151,396.0
Wide Receiver,2014,2,150,distance,l1,518.17060641,460.0
Wide Receiver,2014,3,150,distance,l1,522.11692294,505.0
Wide Receiver,2014,4,150,distance,l1,326.36942731,384.0
Wide Receiver,2014,5,150,distance,l1,496.22906811,521.0
Wide Receiver,2014,6,150,distance,l1,575.90380432,549.0
Wide Receiver,2014,7,150,distance,l1,542.8598056,443.0
Wide Receiver,2014,8,150,distance,l1,537.03457426,493.0
Wide Receiver,2014,9,150,distance,l1,436.42037443,406.0
Wide Receiver,2014,10,150,distance,l1,470.26341612,396.0
