Position,Year,Week,Kernel,C,Epsilon,Gamma,Norm,Computed Error,ESPN Error

** ONLY 2013 DATA (for training): varying C **
Wide Receiver,2014,8,rbf,1000,0.0,7.0,l2,421.84899121,493.0
Wide Receiver,2014,9,rbf,1000,0.0,7.0,l2,341.21002949,406.0
Wide Receiver,2014,10,rbf,1000,0.0,7.0,l2,387.42844138,396.0

** WITH 2014 DATA: varying C, epsilon=0.01, gamma=7 **
Wide Receiver,2014,2,rbf,1,0.01,7.0,l2,310.45041133,460.0
Wide Receiver,2014,3,rbf,1,0.01,7.0,l2,330.61589139,505.0
Wide Receiver,2014,4,rbf,1,0.01,7.0,l2,270.85135271,384.0
Wide Receiver,2014,5,rbf,1,0.01,7.0,l2,407.1678741,521.0
Wide Receiver,2014,6,rbf,1,0.01,7.0,l2,442.22719643,549.0
Wide Receiver,2014,7,rbf,1,0.01,7.0,l2,445.91587744,443.0
Wide Receiver,2014,8,rbf,1,0.01,7.0,l2,424.08919073,493.0
Wide Receiver,2014,9,rbf,1,0.01,7.0,l2,341.81969128,406.0
Wide Receiver,2014,10,rbf,1,0.01,7.0,l2,378.30594037,396.0
Wide Receiver,2014,2,rbf,10,0.01,7.0,l2,324.92582687,460.0
Wide Receiver,2014,3,rbf,10,0.01,7.0,l2,323.66083672,505.0
Wide Receiver,2014,4,rbf,10,0.01,7.0,l2,260.02503933,384.0
Wide Receiver,2014,5,rbf,10,0.01,7.0,l2,412.62707869,521.0
Wide Receiver,2014,6,rbf,10,0.01,7.0,l2,443.96241506,549.0
Wide Receiver,2014,7,rbf,10,0.01,7.0,l2,443.9732466,443.0
Wide Receiver,2014,8,rbf,10,0.01,7.0,l2,422.90876164,493.0
Wide Receiver,2014,9,rbf,10,0.01,7.0,l2,340.89632961,406.0
Wide Receiver,2014,10,rbf,10,0.01,7.0,l2,383.82979216,396.0
Wide Receiver,2014,2,rbf,100,0.01,7.0,l2,312.85138897,460.0
Wide Receiver,2014,3,rbf,100,0.01,7.0,l2,313.45720634,505.0
Wide Receiver,2014,4,rbf,100,0.01,7.0,l2,257.78939724,384.0
Wide Receiver,2014,5,rbf,100,0.01,7.0,l2,406.82749408,521.0
Wide Receiver,2014,6,rbf,100,0.01,7.0,l2,438.90870859,549.0
Wide Receiver,2014,7,rbf,100,0.01,7.0,l2,436.40141724,443.0
Wide Receiver,2014,8,rbf,100,0.01,7.0,l2,423.27351009,493.0
Wide Receiver,2014,9,rbf,100,0.01,7.0,l2,340.69248594,406.0
Wide Receiver,2014,10,rbf,100,0.01,7.0,l2,386.68429483,396.0
Wide Receiver,2014,2,rbf,500,0.01,7.0,l2,302.67535165,460.0
Wide Receiver,2014,3,rbf,500,0.01,7.0,l2,311.27322531,505.0
Wide Receiver,2014,4,rbf,500,0.01,7.0,l2,257.35559915,384.0
Wide Receiver,2014,5,rbf,500,0.01,7.0,l2,405.95185256,521.0
Wide Receiver,2014,6,rbf,500,0.01,7.0,l2,437.10855179,549.0
Wide Receiver,2014,7,rbf,500,0.01,7.0,l2,435.39851314,443.0
Wide Receiver,2014,8,rbf,500,0.01,7.0,l2,423.9113158,493.0
Wide Receiver,2014,9,rbf,500,0.01,7.0,l2,341.81982611,406.0
Wide Receiver,2014,10,rbf,500,0.01,7.0,l2,387.50433066,396.0
Wide Receiver,2014,2,rbf,1000,0.01,7.0,l2,298.76101155,460.0
Wide Receiver,2014,3,rbf,1000,0.01,7.0,l2,311.98815094,505.0
Wide Receiver,2014,4,rbf,1000,0.01,7.0,l2,257.86416399,384.0
Wide Receiver,2014,5,rbf,1000,0.01,7.0,l2,406.05014438,521.0
Wide Receiver,2014,6,rbf,1000,0.01,7.0,l2,436.81878043,549.0
Wide Receiver,2014,7,rbf,1000,0.01,7.0,l2,434.18527877,443.0
Wide Receiver,2014,8,rbf,1000,0.01,7.0,l2,422.06342131,493.0
Wide Receiver,2014,9,rbf,1000,0.01,7.0,l2,341.66007694,406.0
Wide Receiver,2014,10,rbf,1000,0.01,7.0,l2,388.00296856,396.0

** WITH 2014 DATA: varying C, epsilon=0.1, gamma=7 **
Wide Receiver,2014,2,rbf,1,0.1,7.0,l2,309.77866729,460.0
Wide Receiver,2014,3,rbf,1,0.1,7.0,l2,331.35600405,505.0
Wide Receiver,2014,4,rbf,1,0.1,7.0,l2,270.16292621,384.0
Wide Receiver,2014,5,rbf,1,0.1,7.0,l2,408.47898616,521.0
Wide Receiver,2014,6,rbf,1,0.1,7.0,l2,442.4341766,549.0
Wide Receiver,2014,7,rbf,1,0.1,7.0,l2,447.51550228,443.0
Wide Receiver,2014,8,rbf,1,0.1,7.0,l2,426.17914363,493.0
Wide Receiver,2014,9,rbf,1,0.1,7.0,l2,344.57057989,406.0
Wide Receiver,2014,10,rbf,1,0.1,7.0,l2,379.72591794,396.0
Wide Receiver,2014,2,rbf,10,0.1,7.0,l2,327.26123986,460.0
Wide Receiver,2014,3,rbf,10,0.1,7.0,l2,326.21780882,505.0
Wide Receiver,2014,4,rbf,10,0.1,7.0,l2,259.70715707,384.0
Wide Receiver,2014,5,rbf,10,0.1,7.0,l2,413.33617261,521.0
Wide Receiver,2014,6,rbf,10,0.1,7.0,l2,444.4671621,549.0
Wide Receiver,2014,7,rbf,10,0.1,7.0,l2,443.70346637,443.0
Wide Receiver,2014,8,rbf,10,0.1,7.0,l2,424.37749183,493.0
Wide Receiver,2014,9,rbf,10,0.1,7.0,l2,342.91391169,406.0
Wide Receiver,2014,10,rbf,10,0.1,7.0,l2,386.15007043,396.0
Wide Receiver,2014,2,rbf,100,0.1,7.0,l2,317.03931327,460.0
Wide Receiver,2014,3,rbf,100,0.1,7.0,l2,316.97409377,505.0
Wide Receiver,2014,4,rbf,100,0.1,7.0,l2,257.30684907,384.0
Wide Receiver,2014,5,rbf,100,0.1,7.0,l2,409.22904382,521.0
Wide Receiver,2014,6,rbf,100,0.1,7.0,l2,440.61963289,549.0
Wide Receiver,2014,7,rbf,100,0.1,7.0,l2,437.81415165,443.0
Wide Receiver,2014,8,rbf,100,0.1,7.0,l2,425.12358536,493.0
Wide Receiver,2014,9,rbf,100,0.1,7.0,l2,342.64733945,406.0
Wide Receiver,2014,10,rbf,100,0.1,7.0,l2,388.60954992,396.0
Wide Receiver,2014,2,rbf,500,0.1,7.0,l2,305.26230531,460.0
Wide Receiver,2014,3,rbf,500,0.1,7.0,l2,314.34088708,505.0
Wide Receiver,2014,4,rbf,500,0.1,7.0,l2,257.45932113,384.0
Wide Receiver,2014,5,rbf,500,0.1,7.0,l2,407.10536876,521.0
Wide Receiver,2014,6,rbf,500,0.1,7.0,l2,438.12749985,549.0
Wide Receiver,2014,7,rbf,500,0.1,7.0,l2,435.10904168,443.0
Wide Receiver,2014,8,rbf,500,0.1,7.0,l2,422.86059648,493.0
Wide Receiver,2014,9,rbf,500,0.1,7.0,l2,342.67076371,406.0
Wide Receiver,2014,10,rbf,500,0.1,7.0,l2,389.99574805,396.0
Wide Receiver,2014,2,rbf,1000,0.1,7.0,l2,298.33382839,460.0
Wide Receiver,2014,3,rbf,1000,0.1,7.0,l2,314.43666261,505.0
Wide Receiver,2014,4,rbf,1000,0.1,7.0,l2,256.99298223,384.0
Wide Receiver,2014,5,rbf,1000,0.1,7.0,l2,407.97645208,521.0
Wide Receiver,2014,6,rbf,1000,0.1,7.0,l2,438.73133232,549.0
Wide Receiver,2014,7,rbf,1000,0.1,7.0,l2,435.36833247,443.0
Wide Receiver,2014,8,rbf,1000,0.1,7.0,l2,422.44925313,493.0
Wide Receiver,2014,9,rbf,1000,0.1,7.0,l2,341.62619505,406.0
Wide Receiver,2014,10,rbf,1000,0.1,7.0,l2,390.82523603,396.0
